id,date,country,city,store,product,num_sold
10456,2010-04-27,Finland,,Discount Stickers,Kaggle,599.0
10457,2010-04-27,Finland,,Discount Stickers,Kaggle Tiers,497.0
10458,2010-04-27,Finland,,Discount Stickers,Kerneler,238.0
10459,2010-04-27,Finland,,Discount Stickers,Kerneler Dark Mode,385.0
10460,2010-04-27,Finland,,Stickers for Less,Holographic Goose,169.0
10461,2010-04-27,Finland,,Stickers for Less,Kaggle,1220.0
10462,2010-04-27,Finland,,Stickers for Less,Kaggle Tiers,1097.0
10463,2010-04-27,Finland,,Stickers for Less,Kerneler,500.0
10464,2010-04-27,Finland,,Stickers for Less,Kerneler Dark Mode,789.0
10465,2010-04-27,Finland,,Premium Sticker Mart,Holographic Goose,180.0
10466,2010-04-27,Finland,,Premium Sticker Mart,Kaggle,1356.0
10467,2010-04-27,Finland,,Premium Sticker Mart,Kaggle Tiers,1303.0
10468,2010-04-27,Finland,,Premium Sticker Mart,Kerneler,534.0
10469,2010-04-27,Finland,,Premium Sticker Mart,Kerneler Dark Mode,850.0
10470,2010-04-27,Italy,,Discount Stickers,Holographic Goose,68.0
10471,2010-04-27,Italy,,Discount Stickers,Kaggle,469.0
10472,2010-04-27,Italy,,Discount Stickers,Kaggle Tiers,421.0
10473,2010-04-27,Italy,,Discount Stickers,Kerneler,186.0
10474,2010-04-27,Italy,,Discount Stickers,Kerneler Dark Mode,298.0
10475,2010-04-27,Italy,,Stickers for Less,Holographic Goose,135.0
10476,2010-04-27,Italy,,Stickers for Less,Kaggle,914.0
10477,2010-04-27,Italy,,Stickers for Less,Kaggle Tiers,947.0
10478,2010-04-27,Italy,,Stickers for Less,Kerneler,367.0
10479,2010-04-27,Italy,,Stickers for Less,Kerneler Dark Mode,645.0
10480,2010-04-27,Italy,,Premium Sticker Mart,Holographic Goose,152.0
10481,2010-04-27,Italy,,Premium Sticker Mart,Kaggle,1152.0
10482,2010-04-27,Italy,,Premium Sticker Mart,Kaggle Tiers,1117.0
10483,2010-04-27,Italy,,Premium Sticker Mart,Kerneler,414.0
10484,2010-04-27,Italy,,Premium Sticker Mart,Kerneler Dark Mode,792.0
10485,2010-04-27,Kenya,,Discount Stickers,Holographic Goose,
10486,2010-04-27,Kenya,,Discount Stickers,Kaggle,11.0
10487,2010-04-27,Kenya,,Discount Stickers,Kaggle Tiers,9.0
10488,2010-04-27,Kenya,,Discount Stickers,Kerneler,
10489,2010-04-27,Kenya,,Discount Stickers,Kerneler Dark Mode,7.0
10490,2010-04-27,Kenya,,Stickers for Less,Holographic Goose,
10491,2010-04-27,Kenya,,Stickers for Less,Kaggle,25.0
10492,2010-04-27,Kenya,,Stickers for Less,Kaggle Tiers,23.0
10493,2010-04-27,Kenya,,Stickers for Less,Kerneler,8.0
10494,2010-04-27,Kenya,,Stickers for Less,Kerneler Dark Mode,15.0
10495,2010-04-27,Kenya,,Premium Sticker Mart,Holographic Goose,
10496,2010-04-27,Kenya,,Premium Sticker Mart,Kaggle,31.0
10497,2010-04-27,Kenya,,Premium Sticker Mart,Kaggle Tiers,26.0
10498,2010-04-27,Kenya,,Premium Sticker Mart,Kerneler,11.0
10499,2010-04-27,Kenya,,Premium Sticker Mart,Kerneler Dark Mode,18.0
10500,2010-04-27,Norway,,Discount Stickers,Holographic Goose,150.0
10501,2010-04-27,Norway,,Discount Stickers,Kaggle,1158.0
10502,2010-04-27,Norway,,Discount Stickers,Kaggle Tiers,979.0
10503,2010-04-27,Norway,,Discount Stickers,Kerneler,442.0
10504,2010-04-27,Norway,,Discount Stickers,Kerneler Dark Mode,751.0
10505,2010-04-27,Norway,,Stickers for Less,Holographic Goose,289.0
10506,2010-04-27,Norway,,Stickers for Less,Kaggle,2425.0
10507,2010-04-27,Norway,,Stickers for Less,Kaggle Tiers,2080.0
10508,2010-04-27,Norway,,Stickers for Less,Kerneler,868.0
10509,2010-04-27,Norway,,Stickers for Less,Kerneler Dark Mode,1588.0
10510,2010-04-27,Norway,,Premium Sticker Mart,Holographic Goose,357.0
10511,2010-04-27,Norway,,Premium Sticker Mart,Kaggle,2750.0
10512,2010-04-27,Norway,,Premium Sticker Mart,Kaggle Tiers,2482.0
10513,2010-04-27,Norway,,Premium Sticker Mart,Kerneler,1100.0
10514,2010-04-27,Norway,,Premium Sticker Mart,Kerneler Dark Mode,1636.0
10515,2010-04-27,Singapore,,Discount Stickers,Holographic Goose,78.0
10516,2010-04-27,Singapore,,Discount Stickers,Kaggle,570.0
10517,2010-04-27,Singapore,,Discount Stickers,Kaggle Tiers,546.0
10518,2010-04-27,Singapore,,Discount Stickers,Kerneler,227.0
10519,2010-04-27,Singapore,,Discount Stickers,Kerneler Dark Mode,359.0
10520,2010-04-27,Singapore,,Stickers for Less,Holographic Goose,165.0
10521,2010-04-27,Singapore,,Stickers for Less,Kaggle,1191.0
10522,2010-04-27,Singapore,,Stickers for Less,Kaggle Tiers,1048.0
10523,2010-04-27,Singapore,,Stickers for Less,Kerneler,533.0
10524,2010-04-27,Singapore,,Stickers for Less,Kerneler Dark Mode,825.0
10525,2010-04-27,Singapore,,Premium Sticker Mart,Holographic Goose,186.0
10526,2010-04-27,Singapore,,Premium Sticker Mart,Kaggle,1282.0
10527,2010-04-27,Singapore,,Premium Sticker Mart,Kaggle Tiers,1292.0
10528,2010-04-27,Singapore,,Premium Sticker Mart,Kerneler,581.0
10529,2010-04-27,Singapore,,Premium Sticker Mart,Kerneler Dark Mode,898.0
10530,2010-04-28,Canada,,Discount Stickers,Holographic Goose,
10531,2010-04-28,Canada,,Discount Stickers,Kaggle,627.0
10532,2010-04-28,Canada,,Discount Stickers,Kaggle Tiers,553.0
10533,2010-04-28,Canada,,Discount Stickers,Kerneler,237.0
10534,2010-04-28,Canada,,Discount Stickers,Kerneler Dark Mode,380.0
10535,2010-04-28,Canada,,Stickers for Less,Holographic Goose,
10536,2010-04-28,Canada,,Stickers for Less,Kaggle,1248.0
10537,2010-04-28,Canada,,Stickers for Less,Kaggle Tiers,1080.0
10538,2010-04-28,Canada,,Stickers for Less,Kerneler,478.0
10539,2010-04-28,Canada,,Stickers for Less,Kerneler Dark Mode,797.0
10540,2010-04-28,Canada,,Premium Sticker Mart,Holographic Goose,
10541,2010-04-28,Canada,,Premium Sticker Mart,Kaggle,1386.0
10542,2010-04-28,Canada,,Premium Sticker Mart,Kaggle Tiers,1274.0
10543,2010-04-28,Canada,,Premium Sticker Mart,Kerneler,568.0
10544,2010-04-28,Canada,,Premium Sticker Mart,Kerneler Dark Mode,923.0
10545,2010-04-28,Finland,,Discount Stickers,Holographic Goose,79.0
10546,2010-04-28,Finland,,Discount Stickers,Kaggle,585.0
10547,2010-04-28,Finland,,Discount Stickers,Kaggle Tiers,572.0
10548,2010-04-28,Finland,,Discount Stickers,Kerneler,216.0
10549,2010-04-28,Finland,,Discount Stickers,Kerneler Dark Mode,354.0
10550,2010-04-28,Finland,,Stickers for Less,Holographic Goose,162.0
10551,2010-04-28,Finland,,Stickers for Less,Kaggle,1191.0
10552,2010-04-28,Finland,,Stickers for Less,Kaggle Tiers,1061.0
10553,2010-04-28,Finland,,Stickers for Less,Kerneler,513.0
10554,2010-04-28,Finland,,Stickers for Less,Kerneler Dark Mode,790.0
10555,2010-04-28,Finland,,Premium Sticker Mart,Holographic Goose,199.0
10556,2010-04-28,Finland,,Premium Sticker Mart,Kaggle,1388.0
10557,2010-04-28,Finland,,Premium Sticker Mart,Kaggle Tiers,1217.0
10558,2010-04-28,Finland,,Premium Sticker Mart,Kerneler,583.0
10559,2010-04-28,Finland,,Premium Sticker Mart,Kerneler Dark Mode,895.0
10560,2010-04-28,Italy,,Discount Stickers,Holographic Goose,67.0
10561,2010-04-28,Italy,,Discount Stickers,Kaggle,508.0
10562,2010-04-28,Italy,,Discount Stickers,Kaggle Tiers,453.0
10563,2010-04-28,Italy,,Discount Stickers,Kerneler,195.0
10564,2010-04-28,Italy,,Discount Stickers,Kerneler Dark Mode,309.0
10565,2010-04-28,Italy,,Stickers for Less,Holographic Goose,136.0
10566,2010-04-28,Italy,,Stickers for Less,Kaggle,1046.0
10567,2010-04-28,Italy,,Stickers for Less,Kaggle Tiers,839.0
10568,2010-04-28,Italy,,Stickers for Less,Kerneler,393.0
10569,2010-04-28,Italy,,Stickers for Less,Kerneler Dark Mode,657.0
10570,2010-04-28,Italy,,Premium Sticker Mart,Holographic Goose,169.0
10571,2010-04-28,Italy,,Premium Sticker Mart,Kaggle,1125.0
10572,2010-04-28,Italy,,Premium Sticker Mart,Kaggle Tiers,977.0
10573,2010-04-28,Italy,,Premium Sticker Mart,Kerneler,472.0
10574,2010-04-28,Italy,,Premium Sticker Mart,Kerneler Dark Mode,749.0
10575,2010-04-28,Kenya,,Discount Stickers,Holographic Goose,
10576,2010-04-28,Kenya,,Discount Stickers,Kaggle,12.0
10577,2010-04-28,Kenya,,Discount Stickers,Kaggle Tiers,11.0
10578,2010-04-28,Kenya,,Discount Stickers,Kerneler,5.0
10579,2010-04-28,Kenya,,Discount Stickers,Kerneler Dark Mode,7.0
10580,2010-04-28,Kenya,,Stickers for Less,Holographic Goose,
10581,2010-04-28,Kenya,,Stickers for Less,Kaggle,26.0
10582,2010-04-28,Kenya,,Stickers for Less,Kaggle Tiers,22.0
10583,2010-04-28,Kenya,,Stickers for Less,Kerneler,10.0
10584,2010-04-28,Kenya,,Stickers for Less,Kerneler Dark Mode,15.0
10585,2010-04-28,Kenya,,Premium Sticker Mart,Holographic Goose,
10586,2010-04-28,Kenya,,Premium Sticker Mart,Kaggle,28.0
10587,2010-04-28,Kenya,,Premium Sticker Mart,Kaggle Tiers,24.0
10588,2010-04-28,Kenya,,Premium Sticker Mart,Kerneler,11.0
10589,2010-04-28,Kenya,,Premium Sticker Mart,Kerneler Dark Mode,19.0
10590,2010-04-28,Norway,,Discount Stickers,Holographic Goose,158.0
10591,2010-04-28,Norway,,Discount Stickers,Kaggle,1147.0
10592,2010-04-28,Norway,,Discount Stickers,Kaggle Tiers,1000.0
10593,2010-04-28,Norway,,Discount Stickers,Kerneler,404.0
10594,2010-04-28,Norway,,Discount Stickers,Kerneler Dark Mode,687.0
10595,2010-04-28,Norway,,Stickers for Less,Holographic Goose,293.0
10596,2010-04-28,Norway,,Stickers for Less,Kaggle,2299.0
10597,2010-04-28,Norway,,Stickers for Less,Kaggle Tiers,1986.0
10598,2010-04-28,Norway,,Stickers for Less,Kerneler,892.0
10599,2010-04-28,Norway,,Stickers for Less,Kerneler Dark Mode,1443.0
10600,2010-04-28,Norway,,Premium Sticker Mart,Holographic Goose,326.0
10601,2010-04-28,Norway,,Premium Sticker Mart,Kaggle,2716.0
10602,2010-04-28,Norway,,Premium Sticker Mart,Kaggle Tiers,2262.0
10603,2010-04-28,Norway,,Premium Sticker Mart,Kerneler,1138.0
10604,2010-04-28,Norway,,Premium Sticker Mart,Kerneler Dark Mode,1711.0
10605,2010-04-28,Singapore,,Discount Stickers,Holographic Goose,78.0
10606,2010-04-28,Singapore,,Discount Stickers,Kaggle,615.0
10607,2010-04-28,Singapore,,Discount Stickers,Kaggle Tiers,552.0
10608,2010-04-28,Singapore,,Discount Stickers,Kerneler,253.0
10609,2010-04-28,Singapore,,Discount Stickers,Kerneler Dark Mode,390.0
10610,2010-04-28,Singapore,,Stickers for Less,Holographic Goose,166.0
10611,2010-04-28,Singapore,,Stickers for Less,Kaggle,1191.0
10612,2010-04-28,Singapore,,Stickers for Less,Kaggle Tiers,1115.0
10613,2010-04-28,Singapore,,Stickers for Less,Kerneler,479.0
10614,2010-04-28,Singapore,,Stickers for Less,Kerneler Dark Mode,797.0
10615,2010-04-28,Singapore,,Premium Sticker Mart,Holographic Goose,197.0
10616,2010-04-28,Singapore,,Premium Sticker Mart,Kaggle,1394.0
10617,2010-04-28,Singapore,,Premium Sticker Mart,Kaggle Tiers,1260.0
10618,2010-04-28,Singapore,,Premium Sticker Mart,Kerneler,538.0
10619,2010-04-28,Singapore,,Premium Sticker Mart,Kerneler Dark Mode,940.0
10620,2010-04-29,Canada,,Discount Stickers,Holographic Goose,
10621,2010-04-29,Canada,,Discount Stickers,Kaggle,623.0
10622,2010-04-29,Canada,,Discount Stickers,Kaggle Tiers,532.0
10623,2010-04-29,Canada,,Discount Stickers,Kerneler,255.0
10624,2010-04-29,Canada,,Discount Stickers,Kerneler Dark Mode,392.0
10625,2010-04-29,Canada,,Stickers for Less,Holographic Goose,
10626,2010-04-29,Canada,,Stickers for Less,Kaggle,1143.0
10627,2010-04-29,Canada,,Stickers for Less,Kaggle Tiers,1073.0
10628,2010-04-29,Canada,,Stickers for Less,Kerneler,538.0
10629,2010-04-29,Canada,,Stickers for Less,Kerneler Dark Mode,854.0
10630,2010-04-29,Canada,,Premium Sticker Mart,Holographic Goose,
10631,2010-04-29,Canada,,Premium Sticker Mart,Kaggle,1296.0
10632,2010-04-29,Canada,,Premium Sticker Mart,Kaggle Tiers,1198.0
10633,2010-04-29,Canada,,Premium Sticker Mart,Kerneler,581.0
10634,2010-04-29,Canada,,Premium Sticker Mart,Kerneler Dark Mode,949.0
10635,2010-04-29,Finland,,Discount Stickers,Holographic Goose,87.0
10636,2010-04-29,Finland,,Discount Stickers,Kaggle,628.0
10637,2010-04-29,Finland,,Discount Stickers,Kaggle Tiers,534.0
10638,2010-04-29,Finland,,Discount Stickers,Kerneler,224.0
10639,2010-04-29,Finland,,Discount Stickers,Kerneler Dark Mode,364.0
10640,2010-04-29,Finland,,Stickers for Less,Holographic Goose,158.0
10641,2010-04-29,Finland,,Stickers for Less,Kaggle,1075.0
10642,2010-04-29,Finland,,Stickers for Less,Kaggle Tiers,1025.0
10643,2010-04-29,Finland,,Stickers for Less,Kerneler,463.0
10644,2010-04-29,Finland,,Stickers for Less,Kerneler Dark Mode,788.0
10645,2010-04-29,Finland,,Premium Sticker Mart,Holographic Goose,206.0
10646,2010-04-29,Finland,,Premium Sticker Mart,Kaggle,1413.0
10647,2010-04-29,Finland,,Premium Sticker Mart,Kaggle Tiers,1262.0
10648,2010-04-29,Finland,,Premium Sticker Mart,Kerneler,546.0
10649,2010-04-29,Finland,,Premium Sticker Mart,Kerneler Dark Mode,916.0
10650,2010-04-29,Italy,,Discount Stickers,Holographic Goose,61.0
10651,2010-04-29,Italy,,Discount Stickers,Kaggle,511.0
10652,2010-04-29,Italy,,Discount Stickers,Kaggle Tiers,491.0
10653,2010-04-29,Italy,,Discount Stickers,Kerneler,186.0
10654,2010-04-29,Italy,,Discount Stickers,Kerneler Dark Mode,314.0
10655,2010-04-29,Italy,,Stickers for Less,Holographic Goose,144.0
10656,2010-04-29,Italy,,Stickers for Less,Kaggle,1043.0
10657,2010-04-29,Italy,,Stickers for Less,Kaggle Tiers,829.0
10658,2010-04-29,Italy,,Stickers for Less,Kerneler,406.0
10659,2010-04-29,Italy,,Stickers for Less,Kerneler Dark Mode,648.0
10660,2010-04-29,Italy,,Premium Sticker Mart,Holographic Goose,164.0
10661,2010-04-29,Italy,,Premium Sticker Mart,Kaggle,1107.0
10662,2010-04-29,Italy,,Premium Sticker Mart,Kaggle Tiers,1039.0
10663,2010-04-29,Italy,,Premium Sticker Mart,Kerneler,445.0
10664,2010-04-29,Italy,,Premium Sticker Mart,Kerneler Dark Mode,746.0
10665,2010-04-29,Kenya,,Discount Stickers,Holographic Goose,
10666,2010-04-29,Kenya,,Discount Stickers,Kaggle,12.0
10667,2010-04-29,Kenya,,Discount Stickers,Kaggle Tiers,11.0
10668,2010-04-29,Kenya,,Discount Stickers,Kerneler,5.0
10669,2010-04-29,Kenya,,Discount Stickers,Kerneler Dark Mode,8.0
10670,2010-04-29,Kenya,,Stickers for Less,Holographic Goose,
10671,2010-04-29,Kenya,,Stickers for Less,Kaggle,21.0
10672,2010-04-29,Kenya,,Stickers for Less,Kaggle Tiers,21.0
10673,2010-04-29,Kenya,,Stickers for Less,Kerneler,10.0
10674,2010-04-29,Kenya,,Stickers for Less,Kerneler Dark Mode,16.0
10675,2010-04-29,Kenya,,Premium Sticker Mart,Holographic Goose,
10676,2010-04-29,Kenya,,Premium Sticker Mart,Kaggle,29.0
10677,2010-04-29,Kenya,,Premium Sticker Mart,Kaggle Tiers,26.0
10678,2010-04-29,Kenya,,Premium Sticker Mart,Kerneler,12.0
10679,2010-04-29,Kenya,,Premium Sticker Mart,Kerneler Dark Mode,18.0
10680,2010-04-29,Norway,,Discount Stickers,Holographic Goose,140.0
10681,2010-04-29,Norway,,Discount Stickers,Kaggle,1162.0
10682,2010-04-29,Norway,,Discount Stickers,Kaggle Tiers,898.0
10683,2010-04-29,Norway,,Discount Stickers,Kerneler,449.0
10684,2010-04-29,Norway,,Discount Stickers,Kerneler Dark Mode,710.0
10685,2010-04-29,Norway,,Stickers for Less,Holographic Goose,306.0
10686,2010-04-29,Norway,,Stickers for Less,Kaggle,2171.0
10687,2010-04-29,Norway,,Stickers for Less,Kaggle Tiers,1923.0
10688,2010-04-29,Norway,,Stickers for Less,Kerneler,866.0
10689,2010-04-29,Norway,,Stickers for Less,Kerneler Dark Mode,1340.0
10690,2010-04-29,Norway,,Premium Sticker Mart,Holographic Goose,365.0
10691,2010-04-29,Norway,,Premium Sticker Mart,Kaggle,2597.0
10692,2010-04-29,Norway,,Premium Sticker Mart,Kaggle Tiers,2413.0
10693,2010-04-29,Norway,,Premium Sticker Mart,Kerneler,929.0
10694,2010-04-29,Norway,,Premium Sticker Mart,Kerneler Dark Mode,1609.0
10695,2010-04-29,Singapore,,Discount Stickers,Holographic Goose,82.0
10696,2010-04-29,Singapore,,Discount Stickers,Kaggle,653.0
10697,2010-04-29,Singapore,,Discount Stickers,Kaggle Tiers,518.0
10698,2010-04-29,Singapore,,Discount Stickers,Kerneler,248.0
10699,2010-04-29,Singapore,,Discount Stickers,Kerneler Dark Mode,388.0
10700,2010-04-29,Singapore,,Stickers for Less,Holographic Goose,165.0
10701,2010-04-29,Singapore,,Stickers for Less,Kaggle,1193.0
10702,2010-04-29,Singapore,,Stickers for Less,Kaggle Tiers,1086.0
10703,2010-04-29,Singapore,,Stickers for Less,Kerneler,490.0
10704,2010-04-29,Singapore,,Stickers for Less,Kerneler Dark Mode,792.0
10705,2010-04-29,Singapore,,Premium Sticker Mart,Holographic Goose,206.0
10706,2010-04-29,Singapore,,Premium Sticker Mart,Kaggle,1430.0
10707,2010-04-29,Singapore,,Premium Sticker Mart,Kaggle Tiers,1253.0
10708,2010-04-29,Singapore,,Premium Sticker Mart,Kerneler,529.0
10709,2010-04-29,Singapore,,Premium Sticker Mart,Kerneler Dark Mode,862.0
10710,2010-04-30,Canada,,Discount Stickers,Holographic Goose,
10711,2010-04-30,Canada,,Discount Stickers,Kaggle,633.0
10712,2010-04-30,Canada,,Discount Stickers,Kaggle Tiers,582.0
10713,2010-04-30,Canada,,Discount Stickers,Kerneler,258.0
10714,2010-04-30,Canada,,Discount Stickers,Kerneler Dark Mode,406.0
10715,2010-04-30,Canada,,Stickers for Less,Holographic Goose,
10716,2010-04-30,Canada,,Stickers for Less,Kaggle,1385.0
10717,2010-04-30,Canada,,Stickers for Less,Kaggle Tiers,1140.0
10718,2010-04-30,Canada,,Stickers for Less,Kerneler,498.0
10719,2010-04-30,Canada,,Stickers for Less,Kerneler Dark Mode,834.0
10720,2010-04-30,Canada,,Premium Sticker Mart,Holographic Goose,213.0
10721,2010-04-30,Canada,,Premium Sticker Mart,Kaggle,1452.0
10722,2010-04-30,Canada,,Premium Sticker Mart,Kaggle Tiers,1303.0
10723,2010-04-30,Canada,,Premium Sticker Mart,Kerneler,657.0
10724,2010-04-30,Canada,,Premium Sticker Mart,Kerneler Dark Mode,1091.0
10725,2010-04-30,Finland,,Discount Stickers,Holographic Goose,90.0
10726,2010-04-30,Finland,,Discount Stickers,Kaggle,616.0
10727,2010-04-30,Finland,,Discount Stickers,Kaggle Tiers,588.0
10728,2010-04-30,Finland,,Discount Stickers,Kerneler,244.0
10729,2010-04-30,Finland,,Discount Stickers,Kerneler Dark Mode,410.0
10730,2010-04-30,Finland,,Stickers for Less,Holographic Goose,174.0
10731,2010-04-30,Finland,,Stickers for Less,Kaggle,1296.0
10732,2010-04-30,Finland,,Stickers for Less,Kaggle Tiers,1236.0
10733,2010-04-30,Finland,,Stickers for Less,Kerneler,530.0
10734,2010-04-30,Finland,,Stickers for Less,Kerneler Dark Mode,830.0
10735,2010-04-30,Finland,,Premium Sticker Mart,Holographic Goose,211.0
10736,2010-04-30,Finland,,Premium Sticker Mart,Kaggle,1580.0
10737,2010-04-30,Finland,,Premium Sticker Mart,Kaggle Tiers,1327.0
10738,2010-04-30,Finland,,Premium Sticker Mart,Kerneler,602.0
10739,2010-04-30,Finland,,Premium Sticker Mart,Kerneler Dark Mode,984.0
10740,2010-04-30,Italy,,Discount Stickers,Holographic Goose,70.0
10741,2010-04-30,Italy,,Discount Stickers,Kaggle,532.0
10742,2010-04-30,Italy,,Discount Stickers,Kaggle Tiers,476.0
10743,2010-04-30,Italy,,Discount Stickers,Kerneler,201.0
10744,2010-04-30,Italy,,Discount Stickers,Kerneler Dark Mode,360.0
10745,2010-04-30,Italy,,Stickers for Less,Holographic Goose,137.0
10746,2010-04-30,Italy,,Stickers for Less,Kaggle,1021.0
10747,2010-04-30,Italy,,Stickers for Less,Kaggle Tiers,1016.0
10748,2010-04-30,Italy,,Stickers for Less,Kerneler,434.0
10749,2010-04-30,Italy,,Stickers for Less,Kerneler Dark Mode,685.0
10750,2010-04-30,Italy,,Premium Sticker Mart,Holographic Goose,175.0
10751,2010-04-30,Italy,,Premium Sticker Mart,Kaggle,1219.0
10752,2010-04-30,Italy,,Premium Sticker Mart,Kaggle Tiers,1076.0
10753,2010-04-30,Italy,,Premium Sticker Mart,Kerneler,504.0
10754,2010-04-30,Italy,,Premium Sticker Mart,Kerneler Dark Mode,884.0
10755,2010-04-30,Kenya,,Discount Stickers,Holographic Goose,
10756,2010-04-30,Kenya,,Discount Stickers,Kaggle,12.0
10757,2010-04-30,Kenya,,Discount Stickers,Kaggle Tiers,11.0
10758,2010-04-30,Kenya,,Discount Stickers,Kerneler,5.0
10759,2010-04-30,Kenya,,Discount Stickers,Kerneler Dark Mode,7.0
10760,2010-04-30,Kenya,,Stickers for Less,Holographic Goose,
10761,2010-04-30,Kenya,,Stickers for Less,Kaggle,27.0
10762,2010-04-30,Kenya,,Stickers for Less,Kaggle Tiers,22.0
10763,2010-04-30,Kenya,,Stickers for Less,Kerneler,10.0
10764,2010-04-30,Kenya,,Stickers for Less,Kerneler Dark Mode,17.0
10765,2010-04-30,Kenya,,Premium Sticker Mart,Holographic Goose,
10766,2010-04-30,Kenya,,Premium Sticker Mart,Kaggle,32.0
10767,2010-04-30,Kenya,,Premium Sticker Mart,Kaggle Tiers,26.0
10768,2010-04-30,Kenya,,Premium Sticker Mart,Kerneler,13.0
10769,2010-04-30,Kenya,,Premium Sticker Mart,Kerneler Dark Mode,18.0
10770,2010-04-30,Norway,,Discount Stickers,Holographic Goose,144.0
10771,2010-04-30,Norway,,Discount Stickers,Kaggle,1156.0
10772,2010-04-30,Norway,,Discount Stickers,Kaggle Tiers,1124.0
10773,2010-04-30,Norway,,Discount Stickers,Kerneler,453.0
10774,2010-04-30,Norway,,Discount Stickers,Kerneler Dark Mode,785.0
10775,2010-04-30,Norway,,Stickers for Less,Holographic Goose,325.0
10776,2010-04-30,Norway,,Stickers for Less,Kaggle,2252.0
10777,2010-04-30,Norway,,Stickers for Less,Kaggle Tiers,2203.0
10778,2010-04-30,Norway,,Stickers for Less,Kerneler,933.0
10779,2010-04-30,Norway,,Stickers for Less,Kerneler Dark Mode,1555.0
10780,2010-04-30,Norway,,Premium Sticker Mart,Holographic Goose,359.0
10781,2010-04-30,Norway,,Premium Sticker Mart,Kaggle,2888.0
10782,2010-04-30,Norway,,Premium Sticker Mart,Kaggle Tiers,2856.0
10783,2010-04-30,Norway,,Premium Sticker Mart,Kerneler,1120.0
10784,2010-04-30,Norway,,Premium Sticker Mart,Kerneler Dark Mode,1780.0
10785,2010-04-30,Singapore,,Discount Stickers,Holographic Goose,97.0
10786,2010-04-30,Singapore,,Discount Stickers,Kaggle,592.0
10787,2010-04-30,Singapore,,Discount Stickers,Kaggle Tiers,553.0
10788,2010-04-30,Singapore,,Discount Stickers,Kerneler,257.0
10789,2010-04-30,Singapore,,Discount Stickers,Kerneler Dark Mode,363.0
10790,2010-04-30,Singapore,,Stickers for Less,Holographic Goose,169.0
10791,2010-04-30,Singapore,,Stickers for Less,Kaggle,1330.0
10792,2010-04-30,Singapore,,Stickers for Less,Kaggle Tiers,1200.0
10793,2010-04-30,Singapore,,Stickers for Less,Kerneler,519.0
10794,2010-04-30,Singapore,,Stickers for Less,Kerneler Dark Mode,846.0
10795,2010-04-30,Singapore,,Premium Sticker Mart,Holographic Goose,219.0
10796,2010-04-30,Singapore,,Premium Sticker Mart,Kaggle,1614.0
10797,2010-04-30,Singapore,,Premium Sticker Mart,Kaggle Tiers,1459.0
10798,2010-04-30,Singapore,,Premium Sticker Mart,Kerneler,585.0
10799,2010-04-30,Singapore,,Premium Sticker Mart,Kerneler Dark Mode,1003.0
10800,2010-05-01,Canada,,Discount Stickers,Holographic Goose,
10801,2010-05-01,Canada,,Discount Stickers,Kaggle,659.0
10802,2010-05-01,Canada,,Discount Stickers,Kaggle Tiers,674.0
10803,2010-05-01,Canada,,Discount Stickers,Kerneler,266.0
10804,2010-05-01,Canada,,Discount Stickers,Kerneler Dark Mode,441.0
10805,2010-05-01,Canada,,Stickers for Less,Holographic Goose,
10806,2010-05-01,Canada,,Stickers for Less,Kaggle,1290.0
10807,2010-05-01,Canada,,Stickers for Less,Kaggle Tiers,1313.0
10808,2010-05-01,Canada,,Stickers for Less,Kerneler,592.0
10809,2010-05-01,Canada,,Stickers for Less,Kerneler Dark Mode,935.0
10810,2010-05-01,Canada,,Premium Sticker Mart,Holographic Goose,225.0
10811,2010-05-01,Canada,,Premium Sticker Mart,Kaggle,1655.0
10812,2010-05-01,Canada,,Premium Sticker Mart,Kaggle Tiers,1490.0
10813,2010-05-01,Canada,,Premium Sticker Mart,Kerneler,660.0
10814,2010-05-01,Canada,,Premium Sticker Mart,Kerneler Dark Mode,1115.0
10815,2010-05-01,Finland,,Discount Stickers,Holographic Goose,86.0
10816,2010-05-01,Finland,,Discount Stickers,Kaggle,643.0
10817,2010-05-01,Finland,,Discount Stickers,Kaggle Tiers,599.0
10818,2010-05-01,Finland,,Discount Stickers,Kerneler,270.0
10819,2010-05-01,Finland,,Discount Stickers,Kerneler Dark Mode,434.0
10820,2010-05-01,Finland,,Stickers for Less,Holographic Goose,185.0
10821,2010-05-01,Finland,,Stickers for Less,Kaggle,1303.0
10822,2010-05-01,Finland,,Stickers for Less,Kaggle Tiers,1280.0
10823,2010-05-01,Finland,,Stickers for Less,Kerneler,563.0
10824,2010-05-01,Finland,,Stickers for Less,Kerneler Dark Mode,909.0
10825,2010-05-01,Finland,,Premium Sticker Mart,Holographic Goose,212.0
10826,2010-05-01,Finland,,Premium Sticker Mart,Kaggle,1719.0
10827,2010-05-01,Finland,,Premium Sticker Mart,Kaggle Tiers,1496.0
10828,2010-05-01,Finland,,Premium Sticker Mart,Kerneler,622.0
10829,2010-05-01,Finland,,Premium Sticker Mart,Kerneler Dark Mode,1017.0
10830,2010-05-01,Italy,,Discount Stickers,Holographic Goose,73.0
10831,2010-05-01,Italy,,Discount Stickers,Kaggle,508.0
10832,2010-05-01,Italy,,Discount Stickers,Kaggle Tiers,479.0
10833,2010-05-01,Italy,,Discount Stickers,Kerneler,208.0
10834,2010-05-01,Italy,,Discount Stickers,Kerneler Dark Mode,383.0
10835,2010-05-01,Italy,,Stickers for Less,Holographic Goose,153.0
