id,class,cap-color,does-bruise-or-bleed,stem-height
9594,e,w,f,2.57
9595,p,n,f,8.21
9596,p,w,t,6.93
9597,e,n,t,9.05
9598,p,n,f,4.85
9599,p,y,f,4.81
9600,e,n,f,5.0
9601,p,w,f,4.52
9602,p,n,f,5.35
9603,e,n,t,7.96
9604,e,n,f,7.08
9605,p,n,f,4.76
9606,e,n,f,6.04
9607,e,y,f,6.06
9608,e,n,f,4.66
9609,e,n,f,6.36
9610,p,n,f,4.25
9611,e,n,f,5.35
9612,p,y,t,4.45
9613,p,n,f,8.01
9614,e,b,f,5.36
9615,p,n,f,7.27
9616,p,n,f,11.77
9617,p,n,f,6.1
9618,p,u,f,4.14
9619,e,n,f,6.41
9620,p,r,t,4.64
9621,p,n,f,3.35
9622,e,y,t,7.37
9623,e,n,f,4.57
9624,e,n,t,6.31
9625,p,y,f,5.92
9626,e,n,f,6.17
9627,e,n,f,5.12
9628,p,k,f,3.02
9629,e,o,f,4.35
9630,p,o,f,4.71
9631,p,o,f,3.68
9632,p,n,f,7.72
9633,p,n,f,5.21
9634,e,u,f,4.78
9635,e,g,f,4.61
9636,p,p,t,8.32
9637,p,o,f,4.95
9638,p,n,t,4.58
9639,e,y,t,8.01
9640,p,n,f,5.24
9641,e,l,f,7.16
9642,p,w,f,3.19
9643,p,n,f,5.03
9644,e,n,f,6.08
9645,p,w,f,3.25
9646,e,n,t,11.43
9647,e,n,f,6.15
9648,e,n,t,12.13
9649,p,n,f,6.03
9650,p,r,f,11.14
9651,p,n,f,10.82
9652,p,n,f,4.42
9653,p,y,f,9.1
9654,e,n,t,9.0
9655,p,k,f,7.78
9656,e,g,t,11.95
9657,p,o,f,17.3
9658,e,n,t,7.1
9659,e,u,f,5.19
9660,e,k,f,4.27
9661,e,n,t,8.29
9662,e,n,f,5.32
9663,p,w,f,3.57
9664,p,n,f,8.08
9665,p,k,f,3.5
9666,p,e,f,17.26
9667,p,w,f,3.99
9668,p,w,f,3.79
9669,p,y,f,5.54
9670,e,n,f,11.06
9671,e,n,f,3.9
9672,p,y,f,6.22
9673,p,w,f,5.79
9674,e,n,t,13.65
9675,p,n,f,6.32
9676,e,n,f,5.09
9677,e,n,f,7.03
9678,e,e,f,4.54
9679,p,e,f,10.79
9680,p,o,f,7.42
9681,e,n,f,7.41
9682,e,n,f,8.1
9683,p,o,t,3.44
9684,p,n,t,8.82
9685,p,y,f,5.06
9686,e,n,f,6.43
9687,e,n,f,4.15
9688,p,o,f,3.11
9689,p,n,t,4.62
9690,p,e,f,5.75
9691,e,n,f,5.62
9692,p,l,f,3.94
9693,p,y,f,6.74
9694,p,n,f,6.2
9695,p,n,f,4.89
9696,p,y,f,6.91
9697,e,r,f,6.05
9698,e,n,f,7.46
9699,e,n,f,6.44
9700,e,w,f,8.07
9701,p,y,f,5.01
9702,p,r,t,5.77
9703,p,n,f,4.73
9704,p,y,f,5.28
9705,e,n,f,7.42
9706,p,e,t,9.55
9707,p,e,f,3.42
9708,p,n,f,9.79
9709,e,n,f,4.72
9710,e,g,f,4.43
9711,e,y,t,5.82
9712,e,e,f,7.25
9713,p,y,f,8.33
9714,e,g,f,2.81
9715,e,n,f,5.64
9716,p,r,f,10.74
9717,e,w,t,4.95
9718,e,o,t,5.58
9719,e,w,f,4.27
9720,e,u,f,4.21
9721,p,y,f,3.89
9722,e,y,t,8.25
9723,p,o,f,3.85
9724,p,l,f,4.87
9725,p,e,f,4.48
9726,p,e,t,7.24
9727,p,e,f,4.34
9728,p,k,f,7.17
9729,p,w,f,3.61
9730,p,w,t,8.74
9731,p,e,f,7.56
9732,e,g,f,8.28
9733,e,n,f,9.77
9734,p,o,f,3.38
9735,e,w,f,3.39
9736,e,n,f,4.45
9737,p,o,t,3.25
9738,p,n,f,4.77
9739,p,w,f,9.9
9740,p,o,f,3.82
9741,e,y,f,6.57
9742,p,w,f,3.34
9743,e,n,f,5.63
9744,e,w,f,3.3
9745,e,y,t,7.83
9746,p,n,f,3.62
9747,p,k,f,4.85
9748,e,p,f,4.31
9749,p,n,f,6.2
9750,p,e,f,5.43
9751,e,y,f,6.35
9752,p,r,t,4.99
9753,e,y,t,7.88
9754,p,w,f,8.5
9755,e,n,t,8.16
9756,e,g,f,5.08
9757,p,n,f,5.58
9758,e,g,f,4.84
9759,p,y,f,3.17
9760,p,n,f,6.89
9761,p,e,t,7.02
9762,p,n,f,7.95
9763,p,e,f,8.44
9764,e,w,f,2.77
9765,e,l,f,5.84
9766,p,y,f,6.2
9767,p,g,t,5.05
9768,e,w,f,4.56
9769,e,n,t,8.74
9770,p,n,f,10.8
9771,e,p,t,6.07
9772,p,n,t,7.86
9773,p,y,f,1.59
9774,e,n,f,6.38
9775,p,n,t,8.5
9776,p,e,f,7.41
9777,e,n,f,5.41
9778,p,y,f,5.84
9779,e,n,f,5.73
9780,e,b,f,4.68
9781,p,y,f,8.31
9782,p,p,f,4.78
9783,p,n,f,4.43
9784,e,w,t,9.9
9785,p,n,f,11.07
9786,p,n,t,3.0
9787,p,y,f,3.13
9788,e,w,f,5.61
9789,e,p,f,7.0
9790,p,n,f,4.36
9791,e,n,f,12.61
9792,e,y,t,7.34
9793,e,w,t,6.22
9794,p,y,t,9.55
9795,p,g,f,3.14
9796,p,n,f,5.08
9797,e,y,t,7.8
9798,p,n,f,5.65
9799,p,y,f,5.12
9800,p,k,f,8.25
9801,e,y,f,6.09
9802,p,n,f,13.97
9803,p,y,f,1.75
9804,e,n,f,6.1
9805,p,y,f,5.42
9806,p,p,t,7.58
9807,p,g,f,5.1
9808,e,g,t,4.54
9809,p,o,f,2.9
9810,e,g,t,10.26
9811,p,n,f,10.14
9812,e,n,f,3.61
9813,e,k,f,5.36
9814,p,o,f,6.27
9815,p,w,t,10.75
9816,p,n,t,6.24
9817,p,w,f,4.25
9818,e,n,f,5.74
9819,e,y,f,7.39
9820,e,n,f,6.28
9821,e,n,f,6.3
9822,p,y,f,5.85
9823,p,y,f,6.73
9824,e,n,t,8.53
9825,p,o,f,3.31
9826,p,w,f,2.94
9827,e,g,f,6.17
9828,p,e,f,7.32
9829,p,p,f,4.19
9830,e,n,f,7.07
9831,p,w,f,3.97
9832,p,y,f,6.5
9833,e,n,f,5.48
9834,e,n,f,12.03
9835,e,o,f,3.12
9836,p,o,t,5.14
9837,e,p,f,6.28
9838,e,w,f,3.1
9839,p,e,t,6.67
9840,e,e,f,7.85
9841,p,n,f,5.85
9842,e,u,f,4.44
9843,p,n,t,5.08
9844,p,y,f,3.48
9845,p,e,f,3.48
9846,p,n,f,6.15
9847,e,r,f,7.61
9848,e,g,f,3.91
9849,p,e,f,3.64
9850,p,p,f,4.88
9851,p,u,f,4.99
9852,p,n,f,7.7
9853,p,e,f,2.72
9854,e,g,f,7.05
9855,p,l,f,2.81
9856,p,y,t,10.41
9857,p,u,f,6.66
9858,e,g,f,2.5
9859,p,n,f,4.99
9860,p,g,f,5.72
9861,p,o,f,3.48
9862,e,n,f,6.74
9863,p,o,f,7.03
9864,e,n,f,6.63
9865,p,n,f,5.08
9866,e,g,t,8.65
9867,p,n,f,8.12
9868,e,g,f,4.64
9869,e,k,f,4.61
9870,e,b,f,4.69
9871,p,n,t,3.44
9872,p,k,f,6.41
9873,p,n,f,5.32
9874,p,n,f,7.84
9875,e,g,f,2.32
9876,p,p,f,3.69
9877,e,n,f,5.28
9878,e,r,f,5.65
9879,p,y,f,3.36
9880,e,n,f,9.29
9881,e,n,f,7.23
9882,e,n,f,7.19
9883,p,e,f,4.24
9884,e,w,f,3.76
9885,e,n,f,5.54
9886,p,o,f,17.77
9887,p,n,t,9.04
9888,p,n,f,5.06
9889,e,y,t,7.91
9890,e,p,t,6.0
9891,e,n,f,6.63
9892,e,n,f,6.54
9893,p,n,f,17.42
9894,p,n,f,5.35
9895,p,n,f,3.46
9896,p,w,f,12.31
9897,e,o,f,4.66
9898,e,n,f,7.69
9899,p,y,f,6.07
9900,p,n,f,5.95
9901,p,n,f,5.4
9902,p,r,f,1.61
9903,p,n,f,5.3
9904,e,r,f,7.4
9905,p,n,f,5.93
9906,e,u,f,4.93
9907,p,o,f,2.88
9908,p,u,f,3.01
9909,p,k,f,3.82
9910,e,e,t,4.78
9911,p,n,f,9.41
9912,e,y,f,7.03
9913,e,n,f,6.11
9914,p,n,f,7.21
9915,e,g,f,5.1
9916,e,n,f,6.9
9917,p,w,f,13.79
9918,p,e,f,5.91
9919,e,n,f,5.01
9920,e,w,f,6.36
9921,p,n,f,5.88
9922,e,n,f,7.14
9923,e,w,f,6.05
9924,e,w,f,3.37
9925,p,y,f,2.82
9926,e,n,f,4.81
9927,e,y,f,6.1
9928,p,y,f,8.37
9929,e,w,f,3.28
9930,e,n,f,6.35
9931,p,n,f,4.6
9932,p,e,f,5.76
9933,p,n,t,5.16
9934,p,n,f,4.34
9935,e,g,f,4.72
9936,p,g,f,11.04
9937,e,n,f,7.61
9938,e,o,f,5.24
9939,e,n,f,5.68
9940,e,g,f,7.36
9941,e,e,t,5.16
9942,p,n,f,4.24
9943,p,n,f,12.61
9944,p,n,f,5.75
9945,p,e,f,4.24
9946,e,e,f,7.03
9947,p,o,f,4.47
9948,e,w,f,4.92
9949,p,r,f,5.24
9950,p,w,f,4.08
9951,p,w,t,7.42
9952,p,n,f,4.99
9953,p,e,f,5.3
9954,p,n,f,11.11
9955,e,n,f,7.97
9956,p,n,f,6.09
9957,e,o,f,5.63
9958,e,n,f,4.94
9959,p,n,f,4.74
9960,e,n,t,8.98
9961,p,n,f,10.53
9962,p,y,f,5.51
9963,e,g,f,7.62
9964,p,y,f,3.59
9965,p,k,f,3.42
9966,p,y,f,1.84
9967,p,n,f,1.91
9968,p,o,f,3.78
9969,p,e,f,4.32
9970,p,r,f,11.05
9971,p,n,f,1.94
9972,e,n,f,6.29
9973,p,w,f,2.86
9974,e,y,f,6.38
9975,e,u,f,5.98
9976,e,w,t,5.99
9977,e,n,f,7.32
9978,e,o,f,6.44
9979,p,e,f,3.82
9980,p,n,f,9.87
9981,e,n,t,9.49
9982,e,g,f,5.11
9983,e,e,t,4.97
9984,p,o,f,3.93
9985,e,n,t,9.53
9986,e,g,f,5.16
9987,e,n,f,7.31
9988,p,n,f,4.92
9989,p,n,f,10.71
9990,e,n,f,4.11
9991,p,n,f,4.06
9992,e,n,f,5.05
9993,p,n,f,4.9
9994,e,n,f,4.53
9995,p,y,f,1.84
9996,e,w,f,4.74
9997,e,n,t,9.89
9998,e,n,f,5.19
9999,p,y,f,3.12
10000,p,n,f,4.21
10001,p,y,f,5.47
10002,e,b,f,4.98
10003,e,n,f,7.24
10004,e,w,f,3.38
10005,p,n,f,4.94
10006,e,n,t,9.82
10007,e,n,f,11.85
10008,e,b,f,5.38
10009,p,w,f,3.38
10010,p,y,f,8.96
10011,e,n,f,4.97
10012,e,n,f,6.14
10013,e,n,f,6.3
10014,e,g,f,6.01
10015,e,g,t,3.78
10016,e,n,f,5.73
10017,p,y,f,1.76
10018,e,n,f,6.49
10019,e,n,f,4.47
10020,p,n,t,6.2
10021,p,o,f,3.03
10022,p,n,f,5.32
10023,e,n,f,6.11
10024,e,w,f,3.18
10025,e,n,f,8.3
10026,p,o,f,17.45
10027,e,b,f,5.92
10028,e,n,f,5.08
10029,e,n,f,7.34
10030,e,g,f,4.68
10031,e,n,f,4.7
10032,p,o,f,6.37
10033,e,w,f,3.38
10034,e,w,f,14.51
10035,e,n,f,5.88
10036,p,w,f,4.77
10037,p,n,f,7.19
10038,p,w,t,7.45
10039,e,n,f,7.16
10040,p,y,f,2.02
10041,p,l,f,3.86
10042,e,n,f,5.53
10043,p,n,f,11.61
10044,p,n,f,4.73
10045,p,w,t,4.82
10046,e,p,f,7.87
10047,p,w,f,10.55
10048,e,k,f,5.3
10049,p,n,f,7.46
10050,e,n,f,4.86
10051,e,n,f,5.39
10052,p,e,f,7.38
10053,e,n,f,6.02
10054,e,n,t,11.55
10055,p,p,t,6.58
10056,e,n,f,6.84
10057,e,n,f,8.15
10058,p,w,f,3.85
10059,p,y,f,3.88
10060,p,w,f,2.39
10061,e,n,f,7.01
10062,p,r,t,5.24
10063,e,n,f,7.01
10064,e,n,f,5.26
10065,p,k,t,5.24
10066,p,n,f,4.66
10067,p,n,f,5.56
10068,p,r,t,5.53
10069,p,b,f,4.68
10070,p,n,f,4.49
10071,p,u,f,5.19
10072,p,w,f,3.67
10073,e,n,f,7.48
10074,p,n,f,7.97
10075,p,y,f,4.64
10076,e,y,t,8.14
10077,p,e,t,7.05
10078,p,p,f,4.96
10079,e,n,f,5.97
10080,e,w,f,3.54
10081,e,w,f,6.54
10082,p,y,f,5.8
10083,e,n,f,5.01
10084,p,y,f,6.04
10085,e,w,f,3.62
10086,e,w,t,6.28
10087,e,n,t,9.78
10088,p,o,t,3.65
10089,p,u,f,3.85
10090,p,e,t,5.95
10091,p,w,f,2.89
10092,p,u,t,7.71
10093,p,n,f,6.96
10094,e,n,f,4.58
10095,e,n,f,5.23
10096,e,y,f,7.84
10097,p,r,f,4.97
10098,p,e,f,4.96
10099,p,o,f,3.14
10100,e,o,f,4.86
10101,p,k,f,5.47
10102,e,b,f,4.81
10103,p,u,f,6.58
10104,e,r,f,7.09
10105,e,n,f,6.34
10106,p,y,f,6.2
10107,p,w,f,3.15
10108,e,n,f,7.6
10109,p,n,f,9.72
10110,p,y,f,5.83
10111,p,y,f,6.56
10112,e,b,f,4.71
10113,e,n,f,4.94
10114,e,w,f,22.12
10115,e,n,f,5.49
10116,p,n,f,7.45
10117,p,g,f,8.03
10118,p,n,f,9.81
10119,p,n,f,9.2
10120,p,n,f,4.64
10121,e,g,f,5.76
10122,p,k,f,3.11
10123,e,n,f,6.01
10124,p,u,f,3.95
10125,e,l,f,7.14
10126,p,n,t,7.17
10127,p,n,t,5.94
10128,p,k,f,5.12
10129,e,n,f,9.41
10130,e,n,t,7.75
10131,e,w,f,4.59
10132,p,e,t,7.25
10133,e,y,f,6.33
10134,p,n,f,12.11
10135,e,g,f,8.01
10136,e,w,f,7.71
10137,p,o,f,16.45
10138,p,n,f,2.35
10139,e,n,f,4.32
10140,p,b,f,3.62
10141,p,y,f,10.17
10142,p,n,t,7.04
10143,p,o,f,16.01
10144,e,n,f,5.69
10145,e,n,f,5.55
10146,e,w,f,7.89
10147,p,n,f,5.29
10148,p,u,t,8.49
10149,p,w,f,2.49
10150,p,e,f,4.24
10151,e,n,f,8.04
10152,p,e,t,6.62
10153,p,y,f,5.43
10154,e,g,f,5.47
10155,e,w,f,3.2
10156,p,y,f,5.01
10157,e,n,f,5.7
10158,p,w,f,2.91
10159,e,g,f,3.61
10160,p,n,f,6.44
10161,p,n,f,11.47
10162,p,y,t,9.91
10163,e,w,f,13.63
10164,e,n,f,14.96
10165,p,o,f,5.77
10166,p,n,f,9.53
10167,e,w,f,2.72
10168,p,e,f,11.47
10169,p,g,f,3.41
10170,e,n,f,6.0
10171,e,n,f,4.84
10172,e,n,f,5.82
10173,p,n,f,10.62
10174,p,n,f,4.26
10175,e,y,f,5.22
10176,p,y,f,3.77
10177,p,n,f,3.76
10178,e,w,f,4.59
10179,p,w,f,3.38
10180,e,n,f,4.59
10181,p,w,f,13.6
10182,p,o,f,3.58
10183,e,n,f,6.28
10184,p,n,f,6.49
10185,e,w,f,3.43
10186,p,n,f,7.74
10187,e,n,f,6.54
10188,e,n,f,4.88
10189,e,n,f,7.25
10190,e,w,t,5.95
10191,e,w,f,3.19
10192,e,g,f,7.82
10193,p,n,f,4.92
10194,e,w,f,3.7
10195,p,n,f,5.26
10196,p,n,f,5.66
10197,p,n,f,6.21
10198,e,n,f,7.84
10199,e,y,f,8.57
10200,e,w,f,8.39
10201,e,e,t,5.48
10202,e,n,f,7.15
10203,p,g,f,11.22
10204,e,w,f,5.54
10205,p,w,t,3.52
10206,p,y,f,7.83
10207,p,n,f,3.29
10208,p,n,f,6.24
10209,p,y,t,5.65
10210,e,n,f,5.09
10211,e,o,f,5.39
10212,e,n,t,10.21
10213,p,e,t,7.0
10214,p,y,f,7.88
10215,p,r,f,12.41
10216,e,n,f,5.79
10217,e,n,f,8.56
10218,p,y,f,8.13
10219,p,w,t,6.62
10220,p,y,f,7.07
10221,p,o,f,2.94
10222,p,e,t,6.41
10223,e,o,f,10.3
10224,p,p,f,3.84
10225,p,o,f,3.62
10226,e,n,f,6.45
10227,e,w,f,7.12
10228,e,w,f,3.44
10229,p,n,f,4.09
10230,e,b,f,2.55
10231,e,n,f,9.08
10232,p,g,f,6.07
10233,p,w,f,5.99
10234,p,n,t,4.49
10235,e,n,f,6.28
10236,p,n,f,1.91
10237,e,n,t,9.06
10238,e,w,f,19.55
10239,e,y,f,6.83
10240,p,n,f,3.63
10241,e,n,t,9.07
10242,e,n,f,8.76
10243,p,y,t,7.06
10244,e,p,f,4.45
10245,p,y,f,3.32
10246,p,n,f,6.45
10247,e,n,f,5.12
10248,e,n,t,9.41
10249,p,e,f,4.44
10250,p,n,f,10.92
10251,p,o,t,4.43
10252,p,n,f,4.67
10253,p,n,f,4.94
10254,e,p,t,6.4
10255,p,n,f,5.17
10256,p,n,f,5.73
10257,p,n,f,7.72
10258,p,n,f,5.76
10259,e,o,f,4.37
10260,e,b,f,6.62
10261,p,w,t,5.92
10262,e,y,f,5.73
10263,e,w,t,9.84
10264,e,g,f,4.79
10265,p,p,f,4.57
10266,e,y,f,7.82
10267,e,n,f,4.73
10268,e,w,f,7.81
10269,p,n,f,8.33
10270,e,o,f,7.0
10271,p,n,f,4.75
10272,p,y,f,12.82
10273,e,n,f,6.3
10274,e,n,f,5.77
10275,e,n,f,6.9
10276,p,e,f,3.09
10277,e,l,f,6.59
10278,e,n,f,5.45
10279,e,y,f,6.12
10280,p,n,f,7.88
10281,p,w,f,3.75
10282,p,u,t,9.0
10283,p,n,f,4.17
10284,p,o,f,6.26
10285,e,y,f,6.18
10286,p,n,f,10.9
10287,p,k,f,3.21
10288,p,y,f,9.84
10289,e,n,f,5.72
10290,p,r,t,5.77
10291,p,k,f,9.28
10292,p,y,f,6.75
10293,e,w,t,6.33
10294,e,n,f,5.49
10295,p,e,f,12.59
10296,p,n,f,9.96
10297,e,n,f,5.55
10298,e,n,t,9.06
10299,p,g,f,3.17
10300,p,y,f,8.1
10301,p,n,f,3.95
10302,p,p,f,4.93
10303,e,y,t,7.54
10304,p,n,f,8.29
10305,p,y,t,9.64
10306,e,n,f,4.94
10307,e,b,f,5.06
10308,e,w,f,3.51
10309,p,u,f,5.19
10310,e,n,f,7.52
10311,e,w,f,3.59
10312,e,n,f,12.97
10313,e,w,f,7.91
10314,e,y,f,3.92
10315,e,b,f,6.02
10316,e,y,f,8.15
10317,e,n,f,7.01
10318,p,n,f,5.67
10319,p,w,f,5.4
10320,p,y,f,5.51
10321,p,w,f,3.84
10322,p,y,f,6.74
10323,p,n,f,5.12
10324,p,w,f,3.13
10325,e,w,f,7.22
10326,e,y,f,4.99
10327,e,o,t,6.17
10328,e,n,t,11.46
10329,p,n,f,5.54
10330,p,o,f,5.98
10331,p,w,f,3.25
10332,p,n,f,4.98
10333,p,o,f,17.79
10334,p,w,f,5.62
10335,p,w,f,3.63
10336,p,g,f,12.0
10337,p,n,f,4.14
10338,p,n,t,5.21
10339,e,n,f,5.75
10340,p,l,f,3.51
10341,p,y,f,10.02
10342,p,n,f,3.99
10343,e,w,f,19.68
10344,e,y,f,7.5
10345,e,n,f,7.36
10346,e,y,f,5.48
10347,p,n,f,9.32
10348,e,b,f,6.75
10349,e,w,f,22.21
10350,e,n,f,5.64
10351,p,n,f,5.37
10352,p,n,f,3.69
10353,e,p,t,5.01
10354,p,n,f,9.68
10355,p,n,f,16.45
10356,p,e,f,8.33
10357,p,p,t,9.21
10358,e,b,f,6.55
10359,p,p,f,4.09
10360,p,n,t,5.54
10361,p,n,f,5.62
10362,e,n,f,6.37
10363,e,n,f,6.27
10364,e,n,f,8.16
10365,p,g,f,8.43
10366,e,n,f,5.26
10367,e,g,f,4.29
10368,e,n,f,6.32
10369,p,o,f,3.08
10370,p,g,f,5.49
10371,e,n,f,3.88
10372,p,n,f,5.26
10373,p,y,f,3.38
10374,p,n,t,9.21
10375,p,e,f,5.13
10376,e,n,f,6.16
10377,p,n,f,5.51
10378,e,n,f,4.49
10379,p,n,f,15.61
10380,p,g,f,3.08
10381,p,o,f,4.2
10382,p,o,f,6.0
10383,e,n,f,6.14
10384,p,n,f,10.82
10385,p,g,f,3.77
10386,p,o,f,2.98
10387,e,n,f,8.27
10388,e,n,t,8.06
10389,p,n,f,6.9
10390,p,n,f,10.48
10391,p,e,f,5.93
10392,e,g,f,7.12
10393,e,n,t,10.41
10394,e,u,f,7.52
10395,p,n,f,10.49
10396,p,w,f,2.83
10397,p,r,f,11.14
10398,p,o,t,3.58
10399,e,n,f,4.94
10400,e,w,f,8.42
10401,p,o,f,16.88
10402,p,b,f,4.92
10403,e,n,f,6.12
10404,e,g,f,2.86
10405,p,k,f,8.53
10406,p,n,t,4.83
10407,p,n,f,6.89
10408,p,r,t,4.67
10409,e,n,f,5.4
10410,p,y,f,2.96
10411,e,n,f,9.77
10412,e,y,f,7.27
10413,p,n,t,8.4
10414,e,e,f,2.78
10415,p,n,f,10.34
10416,e,r,f,5.66
10417,e,y,f,5.76
10418,p,y,f,5.98
10419,e,n,f,6.37
10420,e,g,f,5.26
10421,p,n,f,7.78
10422,e,g,f,8.81
10423,e,o,f,7.16
10424,e,n,f,5.32
10425,p,w,f,3.07
10426,p,n,f,5.37
10427,e,n,f,9.23
10428,e,g,f,4.95
10429,e,n,t,7.25
10430,e,n,f,12.75
10431,e,w,f,8.2
10432,p,y,f,4.94
10433,p,e,f,5.83
10434,p,n,f,6.79
10435,e,g,f,6.07
10436,p,y,t,7.52
10437,e,w,f,3.18
10438,e,e,f,4.3
10439,p,w,f,3.14
10440,e,w,f,8.45
10441,e,p,t,4.89
10442,p,n,f,5.12
10443,e,n,t,6.64
10444,p,g,f,4.79
10445,e,e,f,6.33
10446,p,e,f,5.3
10447,p,w,f,16.87
10448,e,n,f,5.31
10449,e,n,f,6.25
10450,p,e,f,3.53
10451,p,n,f,5.36
10452,e,n,f,5.1
10453,p,n,f,5.12
10454,e,y,t,5.7
10455,e,n,f,6.63
10456,e,b,f,6.35
10457,e,n,t,7.27
10458,e,w,f,5.86
10459,e,n,f,5.93
10460,p,n,f,8.11
10461,e,w,t,6.01
10462,e,g,f,3.02
10463,p,n,f,9.66
10464,p,n,t,4.77
10465,p,p,f,5.07
10466,e,o,f,5.36
10467,e,w,f,5.52
10468,p,p,f,3.9
10469,e,n,t,10.51
10470,e,n,f,6.63
10471,p,e,f,5.95
10472,e,w,t,6.17
10473,e,w,t,8.92
10474,p,n,f,3.99
10475,p,e,f,8.6
10476,p,n,f,4.6
10477,e,w,f,7.94
10478,e,n,f,5.53
10479,e,y,f,8.12
10480,e,n,f,12.43
10481,p,r,t,4.58
10482,p,e,f,3.83
10483,p,w,f,4.3
10484,e,w,f,7.63
10485,e,n,f,7.01
10486,e,g,f,6.32
10487,p,n,f,3.46
10488,e,b,f,7.62
10489,e,y,f,3.96
10490,p,w,f,3.78
10491,e,n,f,7.47
10492,p,o,f,3.54
10493,e,n,f,6.69
10494,p,e,f,12.46
10495,p,g,t,5.37
10496,p,p,f,3.9
10497,p,g,f,8.59
10498,p,n,f,3.99
10499,p,n,f,4.79
10500,p,n,f,4.62
10501,p,y,f,3.83
10502,p,y,f,2.8
10503,e,w,f,23.35
10504,e,n,f,5.36
10505,p,e,f,3.42
10506,p,n,f,8.5
10507,p,y,f,2.91
10508,p,y,f,6.94
10509,p,w,f,3.15
10510,p,g,f,10.01
10511,e,b,f,5.26
10512,p,o,f,5.06
10513,e,e,t,5.69
10514,e,g,f,8.44
10515,p,o,f,3.37
10516,e,n,f,9.8
10517,e,w,f,3.14
10518,e,w,f,2.18
10519,e,n,t,4.53
10520,e,w,f,3.87
10521,p,o,f,3.52
10522,p,n,f,3.86
10523,p,w,f,2.75
10524,e,n,f,6.53
10525,e,n,f,4.87
10526,e,g,t,10.18
10527,e,n,f,5.33
10528,p,y,f,5.84
10529,e,n,f,4.54
10530,p,e,f,4.03
10531,p,k,f,8.06
10532,e,n,t,6.75
10533,p,n,f,5.92
10534,p,w,t,8.09
10535,e,n,f,6.28
10536,e,o,f,4.95
10537,e,n,f,5.52
10538,p,n,f,13.16
10539,p,n,f,5.4
10540,e,n,f,6.3
10541,p,n,f,3.96
10542,p,n,t,5.63
10543,e,n,f,7.21
10544,e,n,f,5.59
10545,p,w,f,4.91
10546,e,n,t,12.38
10547,e,n,f,8.04
10548,p,y,f,6.83
10549,e,w,f,3.11
10550,p,k,f,10.11
10551,p,n,f,5.76
10552,e,n,t,6.33
10553,e,w,t,5.37
10554,e,n,f,5.99
10555,e,n,f,5.13
10556,p,w,t,7.13
10557,p,n,f,10.28
10558,p,n,f,5.38
10559,p,u,f,6.36
10560,e,w,f,3.4
10561,e,n,f,6.09
10562,p,n,f,6.26
10563,p,n,f,5.84
10564,e,y,f,10.85
10565,p,n,f,5.05
10566,p,w,f,7.16
10567,e,n,t,7.72
10568,e,n,f,4.68
10569,e,w,f,3.37
10570,e,n,t,5.65
10571,e,n,f,9.47
10572,e,y,f,2.77
10573,e,n,f,7.01
10574,p,n,f,4.44
10575,p,n,t,4.52
10576,p,w,f,6.54
10577,e,g,f,3.46
10578,p,o,f,3.93
10579,e,w,f,3.14
10580,e,g,f,4.82
10581,e,n,f,5.08
10582,e,n,f,7.26
10583,e,n,f,7.64
10584,p,n,f,12.92
10585,p,k,f,4.1
10586,e,n,f,5.81
10587,e,n,t,8.07
10588,e,y,f,8.78
10589,p,y,f,6.09
10590,p,e,f,4.87
10591,p,n,f,6.51
10592,e,n,f,5.91
10593,p,e,f,5.05
10594,e,p,t,6.49
10595,e,n,f,4.99
10596,e,n,f,7.31
10597,p,y,f,1.12
10598,e,w,f,6.38
10599,e,n,f,6.14
10600,p,n,f,10.5
10601,p,r,t,4.5
10602,p,n,f,6.16
10603,p,n,f,5.64
10604,p,o,f,4.71
10605,e,n,f,4.63
10606,e,u,f,4.98
10607,e,n,f,6.05
10608,e,w,f,5.24
10609,e,y,t,6.75
10610,e,y,t,8.33
10611,p,w,f,2.83
10612,e,n,f,7.16
10613,e,n,f,6.41
10614,p,n,f,3.68
10615,p,y,f,2.11
10616,p,n,f,6.0
10617,p,n,f,5.65
10618,e,b,f,5.96
10619,e,n,f,6.96
10620,e,n,f,9.84
10621,p,n,f,10.48
10622,p,n,f,7.92
10623,e,l,f,6.21
10624,e,n,f,4.96
10625,p,n,f,4.92
10626,p,w,f,7.65
10627,e,g,f,4.76
10628,p,y,f,7.23
10629,p,p,t,8.03
10630,p,n,f,8.13
10631,e,w,f,3.13
10632,p,y,f,3.7
10633,e,n,f,5.89
10634,e,n,f,5.82
10635,p,y,f,3.46
10636,e,b,f,5.07
10637,e,n,f,6.21
10638,p,y,f,3.01
10639,e,n,t,5.71
10640,p,g,f,3.16
10641,p,n,f,4.81
10642,p,n,f,7.58
10643,p,n,f,4.93
10644,e,n,f,8.21
10645,e,e,f,4.78
10646,p,n,f,4.32
10647,e,w,f,19.64
10648,e,u,f,8.02
10649,e,n,f,5.11
10650,p,g,f,2.95
10651,p,e,f,8.05
10652,e,n,f,5.77
10653,p,y,f,6.36
10654,e,g,f,5.14
10655,p,l,f,4.41
10656,e,o,f,5.29
10657,p,y,f,3.4
10658,p,n,f,5.35
10659,p,n,f,3.12
10660,e,n,f,5.52
10661,e,n,f,5.4
10662,e,y,f,3.74
10663,p,y,f,1.91
10664,p,n,f,4.17
10665,p,y,f,3.25
10666,e,w,t,8.73
10667,e,n,t,6.36
